timestamp	step	train/accuracy
1665008506135	0	0.0
1665008507463	1	0.0
1665008509199	2	0.0
1665008513103	3	0.0
1665008516010	4	0.0
1665008517336	5	0.0
1665008519469	6	0.0
1665008521499	7	0.0
1665008522542	8	0.0
1665008525354	9	0.0
1665008526738	10	0.0
1665008527982	11	0.0
1665008529576	12	0.0
1665008531566	13	0.0
1665008534806	14	0.0
1665008537075	15	0.0
1665008538803	16	0.0
1665008540142	17	0.0
1665008543771	18	0.0
1665008544855	19	0.0
1665008546468	20	0.0
1665008547684	21	9.852863877313212e-05
1665008550602	22	0.00022137419728096575
1665008554522	23	0.0005104084848426282
1665008556552	24	0.001619763090275228
1665008557745	25	0.004314322955906391
1665008561283	26	0.010000054724514484
1665008562689	27	0.020014559850096703
1665008563664	28	0.03579818829894066
1665008565254	29	0.0558752603828907
1665008566327	30	0.07966859638690948
1665008569372	31	0.10428130626678467
1665008572625	32	0.12861888110637665
1665008576378	33	0.1520383059978485
1665008578062	34	0.1747160702943802
1665008579587	35	0.19614100456237793
1665008581908	36	0.21674078702926636
1665008584290	37	0.2362711876630783
1665008586523	38	0.25452089309692383
1665008588944	39	0.2720854878425598
1665008590741	40	0.2886640429496765
1665008592592	41	0.3045012056827545
1665008594061	42	0.3194800913333893
1665008596317	43	0.33395764231681824
1665008597853	44	0.3477019667625427
1665008599244	45	0.3606412410736084
1665008600572	46	0.37317410111427307
1665008602782	47	0.3851374089717865
1665008604012	48	0.39653587341308594
1665008605599	49	0.40758687257766724
1665008607279	50	0.4181758761405945
1665008611337	51	0.4284626841545105
1665008612828	52	0.43823421001434326
1665008613928	53	0.4475618004798889
1665008615800	54	0.45677614212036133
1665008620190	55	0.46574607491493225
1665008621303	56	0.47420310974121094
1665008624965	57	0.48256710171699524
1665008626989	58	0.49055561423301697
1665008629610	59	0.4981895983219147
1665008630901	60	0.5056070685386658
1665008632073	61	0.512772798538208
1665008633457	62	0.519618570804596
1665008636113	63	0.5263611674308777
1665008637602	64	0.5328335165977478
1665008639500	65	0.5391291379928589
1665008640662	66	0.5451632142066956
1665008644620	67	0.5511662364006042
1665008646507	68	0.5570699572563171
1665008648441	69	0.5626707673072815
1665008650459	70	0.5680980682373047
1665008653093	71	0.5734530687332153
1665008654735	72	0.5786495804786682
1665008658946	73	0.5837048888206482
1665008661311	74	0.5885744094848633
1665008662458	75	0.5932103991508484
1665008664052	76	0.5978655815124512
1665008666139	77	0.6023938059806824
1665008669762	78	0.6069003939628601
1665008670953	79	0.6112085580825806
1665008672162	80	0.6153098940849304
1665008674983	81	0.6194766759872437
1665008676554	82	0.6234607696533203
1665008678312	83	0.6272494792938232
1665008679365	84	0.6309912204742432
1665008683152	85	0.6347994208335876
1665008684834	86	0.6383705139160156
1665008687269	87	0.6419260501861572
1665008688844	88	0.6454702615737915
1665008690684	89	0.648918092250824
1665008692930	90	0.6522473096847534
1665008694165	91	0.6555096507072449
1665008696794	92	0.6587052345275879
1665008698474	93	0.6617658138275146
1665008700215	94	0.6648157835006714
1665008702001	95	0.6677384376525879
1665008703205	96	0.6706616878509521
1665008705502	97	0.6734870076179504
1665008706921	98	0.6762637495994568
1665008709238	99	0.6790429949760437
1665008711071	100	0.6817649006843567
1665008713790	101	0.6844197511672974
1665008717660	102	0.6869966983795166
1665008719054	103	0.6895307302474976
1665008721393	104	0.6919552683830261
1665008723307	105	0.6944140791893005
1665008725019	106	0.6968249678611755
1665008726603	107	0.6991511583328247
1665008730161	108	0.7014939188957214
1665008731350	109	0.7037341594696045
1665008732403	110	0.7059116959571838
1665008733889	111	0.7080879211425781
1665008736166	112	0.7102689743041992
1665008738837	113	0.712424099445343
1665008740059	114	0.7144704461097717
1665008743613	115	0.716568648815155
1665008744820	116	0.7185167670249939
1665008745731	117	0.7204073071479797
1665008747238	118	0.7223441004753113
1665008748450	119	0.7242308855056763
1665008749788	120	0.7260732054710388
1665008751396	121	0.7279754281044006
1665008753114	122	0.7297483086585999
1665008755246	123	0.7314910888671875
1665008756723	124	0.7332645654678345
1665008759036	125	0.7349803447723389
1665008760508	126	0.7366616725921631
1665008761828	127	0.7383131384849548
1665008762923	128	0.7399675846099854
1665008765270	129	0.7415873408317566
1665008767098	130	0.743200957775116
1665008769417	131	0.7447771430015564
1665008771489	132	0.7462974786758423
1665008772835	133	0.74783855676651
1665008774613	134	0.7493357062339783
1665008776871	135	0.7507837414741516
1665008778250	136	0.7522273659706116
1665008779864	137	0.7535976767539978
1665008782009	138	0.7550377249717712
1665008784760	139	0.7564294338226318
1665008788745	140	0.7578732371330261
1665008790443	141	0.7592203617095947
1665008791718	142	0.7605121731758118
1665008794075	143	0.7618555426597595
1665008795525	144	0.7631304264068604
1665008796401	145	0.764380693435669
1665008797813	146	0.7656088471412659
1665008802034	147	0.7668618559837341
1665008803533	148	0.7680625319480896
1665008805181	149	0.7692641019821167
1665008806493	150	0.7704827785491943
1665008807523	151	0.7715995907783508
1665008811425	152	0.7727638483047485
1665008813175	153	0.773905873298645
1665008816134	154	0.7751045227050781
1665008818381	155	0.7762110233306885
1665008820001	156	0.7772892117500305
1665008821566	157	0.7783543467521667
1665008822728	158	0.7794060707092285
1665008826962	159	0.7805212736129761
1665008828794	160	0.7815991044044495
1665008830415	161	0.7826247215270996
1665008831595	162	0.7836419343948364
1665008833292	163	0.7846431136131287
1665008834795	164	0.7856457233428955
1665008836563	165	0.7866049408912659
1665008838277	166	0.7875820994377136
1665008839510	167	0.788528561592102
1665008841345	168	0.7894484996795654
1665008842786	169	0.7904102206230164
1665008845141	170	0.7913275957107544
1665008846535	171	0.7922601699829102
1665008848425	172	0.7931621670722961
1665008850082	173	0.7940575480461121
1665008851538	174	0.7949482202529907
1665008853083	175	0.795847475528717
