timestamp	step	loss_train
1670853627757	0	8.776566505432129
1670853630206	1	8.776678085327148
1670853632689	2	8.774383544921875
1670853634157	3	8.771653175354004
1670853637012	4	8.770215034484863
1670853638259	5	8.768037796020508
1670853641581	6	8.765839576721191
1670853642902	7	8.762195587158203
1670853643899	8	8.758062362670898
1670853646489	9	8.752756118774414
1670853648090	10	8.747257232666016
1670853650325	11	8.741340637207031
1670853651704	12	8.733814239501953
1670853653274	13	8.726285934448242
1670853654618	14	8.718286514282227
1670853656319	15	8.709476470947266
1670853659456	16	8.701004028320312
1670853661601	17	8.691402435302734
1670853662699	18	8.680817604064941
1670853663983	19	8.669736862182617
1670853666123	20	8.6583251953125
1670853667330	21	8.646140098571777
1670853669057	22	8.633504867553711
1670853672016	23	8.620539665222168
1670853674028	24	8.606767654418945
1670853675055	25	8.592448234558105
1670853676016	26	8.577760696411133
1670853677730	27	8.56258487701416
1670853679305	28	8.547060012817383
1670853680281	29	8.531170845031738
1670853681459	30	8.514738082885742
1670853683618	31	8.498010635375977
1670853685070	32	8.480793952941895
1670853686193	33	8.463445663452148
1670853688202	34	8.445584297180176
1670853690668	35	8.427607536315918
1670853692092	36	8.40919017791748
1670853694325	37	8.39065933227539
1670853695315	38	8.371824264526367
1670853697564	39	8.352683067321777
1670853699080	40	8.333675384521484
1670853700524	41	8.314545631408691
1670853701737	42	8.295408248901367
1670853703964	43	8.276044845581055
1670853705056	44	8.256834983825684
1670853707491	45	8.237528800964355
1670853708875	46	8.218598365783691
1670853711504	47	8.19955825805664
1670853712920	48	8.18059253692627
1670853714149	49	8.161669731140137
1670853716653	50	8.14295768737793
1670853718911	51	8.12418270111084
1670853720835	52	8.105733871459961
1670853722620	53	8.087498664855957
1670853723773	54	8.069664001464844
1670853725458	55	8.051735877990723
1670853728080	56	8.034025192260742
1670853730807	57	8.01658821105957
1670853731861	58	7.999210357666016
1670853734415	59	7.982119083404541
1670853737952	60	7.965108871459961
1670853738864	61	7.94881534576416
1670853742372	62	7.932359218597412
1670853743838	63	7.916083335876465
1670853745489	64	7.900153160095215
1670853747530	65	7.884388446807861
1670853751345	66	7.868945598602295
1670853753716	67	7.853443145751953
1670853755942	68	7.8382134437561035
1670853757383	69	7.823324203491211
1670853760528	70	7.808624744415283
1670853762060	71	7.7940826416015625
1670853763864	72	7.779731750488281
1670853767772	73	7.765873908996582
1670853771515	74	7.751880645751953
1670853772670	75	7.738558292388916
1670853775028	76	7.7252020835876465
1670853778932	77	7.711856842041016
1670853781546	78	7.698685646057129
1670853783062	79	7.685935974121094
1670853784062	80	7.673317909240723
1670853785487	81	7.660987854003906
1670853789119	82	7.648596286773682
1670853792219	83	7.636336326599121
1670853793493	84	7.624372959136963
1670853795259	85	7.612472057342529
1670853797806	86	7.600795745849609
1670853800233	87	7.589268207550049
1670853802056	88	7.577880382537842
1670853805368	89	7.566563129425049
1670853806312	90	7.55559778213501
1670853808897	91	7.5446062088012695
1670853810199	92	7.533924579620361
1670853813636	93	7.523253917694092
1670853815624	94	7.512689113616943
1670853817962	95	7.502112865447998
1670853821588	96	7.491706371307373
1670853823284	97	7.481493949890137
1670853824758	98	7.471334457397461
1670853826128	99	7.461362361907959
1670853827626	100	7.451411724090576
1670853829005	101	7.441610813140869
1670853831358	102	7.431843280792236
1670853832742	103	7.422276020050049
1670853833650	104	7.412746429443359
1670853835066	105	7.40336799621582
1670853836389	106	7.394015789031982
1670853838829	107	7.384690284729004
1670853841137	108	7.375625133514404
1670853842303	109	7.366573333740234
1670853843371	110	7.357591152191162
1670853845178	111	7.34854793548584
1670853849122	112	7.339504718780518
1670853852092	113	7.330570697784424
1670853853790	114	7.321922779083252
1670853855181	115	7.313207149505615
1670853856606	116	7.304528713226318
1670853858732	117	7.295942306518555
1670853859991	118	7.287406921386719
1670853863813	119	7.2788496017456055
1670853866285	120	7.270297527313232
1670853867940	121	7.261804580688477
1670853870372	122	7.253360271453857
1670853873340	123	7.245037078857422
1670853877048	124	7.23665189743042
1670853879536	125	7.22842264175415
1670853881955	126	7.22007417678833
1670853883655	127	7.2119574546813965
1670853885293	128	7.203884124755859
1670853887122	129	7.195704936981201
1670853888863	130	7.187752723693848
1670853891882	131	7.1796555519104
1670853894202	132	7.171496391296387
1670853895619	133	7.16357946395874
1670853897384	134	7.155582904815674
1670853899504	135	7.147500038146973
1670853901876	136	7.139512062072754
1670853903177	137	7.131626129150391
1670853907030	138	7.123765468597412
1670853909211	139	7.115987300872803
1670853912154	140	7.108248233795166
1670853915038	141	7.1003570556640625
1670853917577	142	7.0925188064575195
1670853918999	143	7.08487606048584
1670853922880	144	7.0771870613098145
1670853924215	145	7.0694780349731445
1670853925317	146	7.061837196350098
1670853928404	147	7.054078578948975
1670853929592	148	7.046463966369629
1670853930705	149	7.0389251708984375
1670853932531	150	7.031295299530029
1670853935148	151	7.0236382484436035
1670853936642	152	7.015992641448975
1670853937987	153	7.008377552032471
1670853940544	154	7.00070333480835
1670853941728	155	6.9930739402771
1670853942837	156	6.985520362854004
1670853944623	157	6.977969169616699
1670853946160	158	6.9704461097717285
1670853947709	159	6.962911128997803
1670853949363	160	6.955260276794434
1670853950802	161	6.9477081298828125
1670853952385	162	6.940029621124268
1670853953907	163	6.932533264160156
1670853956498	164	6.924919128417969
1670853959067	165	6.9172282218933105
1670853962467	166	6.909550189971924
1670853964276	167	6.901965141296387
1670853965723	168	6.894472599029541
1670853969608	169	6.886862277984619
1670853970879	170	6.879397392272949
1670853972579	171	6.87180757522583
1670853974357	172	6.8641581535339355
1670853977097	173	6.856555938720703
1670853978713	174	6.8489580154418945
1670853979946	175	6.84141731262207
1670853981235	176	6.833851337432861
1670853982713	177	6.826287746429443
1670853984552	178	6.818690776824951
1670853986136	179	6.811030387878418
1670853988784	180	6.8033576011657715
1670853989697	181	6.795814514160156
1670853991842	182	6.788164138793945
1670853993917	183	6.780506134033203
1670853997653	184	6.772785663604736
1670853999323	185	6.765193939208984
1670854001068	186	6.757442951202393
1670854004969	187	6.749722003936768
1670854006526	188	6.742005348205566
1670854008106	189	6.734294891357422
1670854009444	190	6.726561069488525
1670854012406	191	6.718826770782471
1670854014864	192	6.711122989654541
1670854018804	193	6.703385353088379
1670854021253	194	6.695600509643555
1670854024921	195	6.687799453735352
1670854026694	196	6.679993629455566
1670854029957	197	6.6721696853637695
1670854031754	198	6.6643385887146
1670854033087	199	6.656517505645752
1670854034757	200	6.648665904998779
1670854035901	201	6.640793800354004
1670854037604	202	6.6329755783081055
1670854040817	203	6.625078201293945
1670854042439	204	6.617147445678711
1670854045615	205	6.609194278717041
1670854047425	206	6.601291179656982
1670854050507	207	6.593317031860352
1670854052108	208	6.585324764251709
1670854054096	209	6.577389717102051
1670854055706	210	6.5694260597229
1670854058199	211	6.561452388763428
1670854059554	212	6.553416728973389
1670854060981	213	6.545392036437988
1670854062439	214	6.537329196929932
1670854064683	215	6.529282569885254
1670854066753	216	6.521180629730225
1670854068354	217	6.513036727905273
1670854072123	218	6.504863739013672
1670854073605	219	6.496691703796387
1670854075673	220	6.488522052764893
1670854078230	221	6.480288028717041
1670854079638	222	6.472108840942383
1670854082140	223	6.463805198669434
1670854083418	224	6.4555792808532715
1670854087175	225	6.447210311889648
1670854089756	226	6.4388861656188965
1670854091143	227	6.430560111999512
1670854093507	228	6.422208786010742
1670854094433	229	6.413902282714844
1670854097679	230	6.4054999351501465
1670854101339	231	6.397037982940674
1670854103069	232	6.388617515563965
1670854105284	233	6.380144119262695
1670854109185	234	6.371634006500244
1670854111628	235	6.363171577453613
1670854113042	236	6.354648113250732
1670854114812	237	6.346119403839111
1670854116007	238	6.337587833404541
1670854118251	239	6.328986167907715
1670854120980	240	6.320378303527832
1670854123096	241	6.311712265014648
1670854124597	242	6.303069591522217
1670854126063	243	6.294466972351074
1670854127361	244	6.285800457000732
1670854130956	245	6.276991367340088
1670854133657	246	6.268216133117676
1670854134648	247	6.259500503540039
1670854136306	248	6.250644683837891
1670854137954	249	6.241817474365234
1670854139283	250	6.232999324798584
1670854141661	251	6.2241716384887695
1670854142803	252	6.2153143882751465
1670854146438	253	6.206368923187256
1670854149810	254	6.197476863861084
1670854151214	255	6.18854284286499
1670854152471	256	6.179616451263428
1670854154656	257	6.1706318855285645
1670854155867	258	6.161645412445068
1670854157570	259	6.152591228485107
1670854159965	260	6.1435394287109375
1670854162980	261	6.134434700012207
1670854166295	262	6.125319004058838
1670854169257	263	6.116151332855225
1670854170941	264	6.107030868530273
1670854174043	265	6.097843647003174
1670854175568	266	6.088687896728516
1670854178193	267	6.079472064971924
1670854179825	268	6.070242881774902
1670854182707	269	6.060948371887207
